index,date,time,people,catering,client,id,Gender,weight,weight ratio,ethnic_food,fav_cuisine,is_pref,greek_food,indian_food,italian_food,arabic_food,thai_food,healthy,sum
276,11/1/19,11:30,40,General,Ceres,116,2,150,-0.068322981,2,General,5,,,,,,,5
277,11/1/19,11:30,40,General,Ceres,74,2,200,0.242236025,3,Mexican,,,,,,,,0
278,11/1/19,11:30,40,General,Ceres,54,2,265,0.645962733,3,General,5,,,,,,,5
279,11/1/19,11:30,40,General,Ceres,124,2,135,-0.161490683,2,Italian,,,,,,,,0
280,11/1/19,11:30,40,General,Ceres,48,2,145,-0.099378882,3,Asian,,,,,,,,0
281,11/1/19,11:30,40,General,Ceres,43,1,135,-0.161490683,3,Mexican,,,,,,,,0
282,11/1/19,11:30,40,General,Ceres,97,2,210,0.304347826,4,Italian,,,,,,,,0
283,11/1/19,11:30,40,General,Ceres,4,1,240,0.49068323,5,African,,,,,,,,0
284,11/1/19,11:30,40,General,Ceres,32,2,205,0.273291925,5,Italian,,,,,,,,0
285,11/1/19,11:30,40,General,Ceres,59,1,155,-0.037267081,5,Asian,,,,,,,,0
286,11/1/19,11:30,40,General,Ceres,103,1,135,-0.161490683,5,Italian,,,,,,,,0
287,11/1/19,15:00,40,General,Ceres,41,2,140,-0.130434783,4,Italian,,,,,,,,0
288,11/1/19,15:00,40,General,Ceres,65,1,140,-0.130434783,4,Italian,,,,,,,,0
289,11/1/19,15:00,40,General,Ceres,71,1,140,-0.130434783,5,Italian,,,,,,,,0
290,11/1/19,15:00,40,General,Ceres,95,2,175,0.086956522,5,Greek,,,,,,,,0
291,11/1/19,15:00,40,General,Ceres,32,2,205,0.273291925,5,Italian,,,,,,,,0
292,11/1/19,15:00,40,General,Ceres,32,2,205,0.273291925,5,Italian,,,,,,,,0
293,11/1/19,15:00,40,General,Ceres,40,2,175,0.086956522,3,Italian,,,,,,,,0
294,11/1/19,15:00,40,General,Ceres,18,2,170,0.055900621,4,Italian,,,,,,,,0
295,11/1/19,15:00,40,General,Ceres,105,1,230,0.428571429,4,Italian,,,,,,,,0
296,11/1/19,15:00,40,General,Ceres,107,1,130,-0.192546584,5,Indian,,,,,,,,0
297,11/1/19,15:00,40,General,Ceres,9,1,180,0.118012422,5,Mexican,,,,,,,,0
298,11/1/19,15:00,40,General,Ceres,121,1,156,-0.031055901,4,Italian,,,,,,,,0
299,11/1/19,15:00,40,General,Ceres,12,1,110,-0.316770186,5,Greek,,,,,,,,0
300,11/1/19,15:00,40,General,Ceres,69,1,145,-0.099378882,4,Italian,,,,,,,,0
301,11/1/19,15:00,40,General,Ceres,28,2,175,0.086956522,3,Italian,,,,,,,,0
302,11/1/19,15:00,40,General,Ceres,20,2,165,0.02484472,3,Asian,,,,,,,,0
303,11/1/19,15:00,40,General,Ceres,82,1,190,0.180124224,4,Italian,,,,,,,,0
304,11/1/19,15:00,40,General,Ceres,27,2,160,-0.00621118,2,Italian,,,,,,,,0
305,11/1/19,15:00,40,General,Ceres,50,2,150,-0.068322981,3,Italian,,,,,,,,0
306,11/1/19,15:00,40,General,Ceres,105,1,230,0.428571429,4,Italian,,,,,,,,0
307,11/1/19,15:00,40,General,Ceres,53,2,200,0.242236025,4,General,5,,,,,,,5
308,11/1/19,15:00,40,General,Ceres,96,2,184,0.142857143,4,General,5,,,,,,,5
309,11/1/19,15:00,40,General,Ceres,100,1,165,0.02484472,3,italian,,,,,,,,0
310,11/1/19,15:00,40,General,Ceres,105,1,230,0.428571429,4,Italian,,,,,,,,0
311,11/1/19,15:00,40,General,Ceres,6,1,190,0.180124224,4,General,5,,,,,,,5
312,11/1/19,15:00,40,General,Ceres,33,2,161,0,5,Italian,,,,,,,,0
313,11/1/19,15:00,40,General,Ceres,66,1,112,-0.304347826,3,Italian,,,,,,,,0
314,11/1/19,15:00,40,General,Ceres,28,2,175,0.086956522,3,Italian,,,,,,,,0
315,11/1/19,15:00,40,General,Ceres,57,2,175,0.086956522,5,Italian,,,,,,,,0
316,11/1/19,15:00,40,General,Ceres,102,1,160,-0.00621118,5,Asian,,,,,,,,0
317,11/1/19,15:00,40,General,Ceres,64,1,180,0.118012422,5,Mexican,,,,,,,,0
318,11/1/19,15:00,40,General,Ceres,95,2,175,0.086956522,5,Greek,,,,,,,,0
319,11/1/19,15:00,40,General,Ceres,72,1,140,-0.130434783,5,Italian,,,,,,,,0
320,11/1/19,15:00,40,General,Ceres,97,2,210,0.304347826,4,Italian,,,,,,,,0
321,11/1/19,15:00,40,General,Ceres,123,1,120,-0.254658385,5,Asian,,,,,,,,0
322,11/1/19,15:00,40,General,Ceres,95,2,175,0.086956522,5,Greek,,,,,,,,0
323,11/1/19,15:00,40,General,Ceres,58,1,140,-0.130434783,2,Italian,,,,,,,,0
324,11/1/19,15:00,40,General,Ceres,68,1,144,-0.105590062,5,Italian,,,,,,,,0
325,11/1/19,15:00,40,General,Ceres,8,1,137,-0.149068323,2,Caribbean,,,,,,,,0
326,10/31/19,11:30,30,General,Ceres,124,2,135,-0.161490683,2,Italian,,,,,,,,0
327,10/31/19,11:30,30,General,Ceres,2,1,155,-0.037267081,4,Italian,,,,,,,,0
328,10/31/19,11:30,30,General,Ceres,73,2,140,-0.130434783,4,Italian,,,,,,,,0
329,10/31/19,11:30,30,General,Ceres,41,2,140,-0.130434783,4,Italian,,,,,,,,0
330,10/31/19,11:30,30,General,Ceres,74,2,200,0.242236025,3,Mexican,,,,,,,,0
331,10/31/19,11:30,30,General,Ceres,37,1,150,-0.068322981,4,Spanish,,,,,,,,0
332,10/31/19,11:30,30,General,Ceres,101,1,125,-0.223602484,5,Italian,,,,,,,,0
333,10/31/19,11:30,30,General,Ceres,39,1,150,-0.068322981,4,General,5,,,,,,,5
334,10/31/19,11:30,30,General,Ceres,11,1,116,-0.279503106,5,French,,,,,,,,0
335,10/31/19,11:30,30,General,Ceres,35,1,150,-0.068322981,2,Mexican,,,,,,,,0
336,10/31/19,11:30,30,General,Ceres,38,1,170,0.055900621,4,Italian,,,,,,,,0
337,10/31/19,11:30,30,General,Ceres,33,2,161,0,5,Italian,,,,,,,,0
338,10/31/19,11:30,30,General,Ceres,79,1,135,-0.161490683,3,Asian,,,,,,,,0
339,10/31/19,11:30,30,General,Ceres,12,1,110,-0.316770186,5,Greek,,,,,,,,0
340,10/31/19,11:30,30,General,Ceres,104,1,130,-0.192546584,5,Indian,,,,,,,,0
341,10/31/19,11:30,30,General,Ceres,56,1,192,0.192546584,3,General,5,,,,,,,5
342,10/31/19,11:30,30,General,Ceres,16,2,180,0.118012422,1,Mexican,,,,,,,,0
343,10/31/19,11:30,30,General,Ceres,18,2,170,0.055900621,4,Italian,,,,,,,,0
344,10/31/19,11:30,30,General,Ceres,52,2,185,0.149068323,5,Italian,,,,,,,,0
345,10/31/19,11:30,30,General,Ceres,106,1,125,-0.223602484,4,Italian,,,,,,,,0
346,10/31/19,11:30,30,General,Ceres,115,2,138,-0.142857143,4,Asian,,,,,,,,0
347,10/31/19,11:30,30,General,Ceres,36,1,150,-0.068322981,2,Italian,,,,,,,,0
348,10/31/19,11:30,30,General,Ceres,96,2,184,0.142857143,4,General,5,,,,,,,5
349,10/31/19,11:30,30,General,Ceres,41,2,140,-0.130434783,4,Italian,,,,,,,,0
350,10/31/19,11:30,30,General,Ceres,99,2,185,0.149068323,5,Italian,,,,,,,,0
351,10/31/19,11:30,30,General,Ceres,17,1,145,-0.099378882,2,General,5,,,,,,,5
352,10/31/19,11:30,30,General,Ceres,3,1,161,0,5,Turkish,,,,,,,,0
353,10/31/19,11:30,30,General,Ceres,1,2,187,0.161490683,1,Arabic,,,,,,,,0
354,10/31/19,11:30,30,General,Ceres,12,1,110,-0.316770186,5,Greek,,,,,,,,0
355,10/31/19,11:45,14,Italian,Florio,5,1,190,0.180124224,4,Asian,,,,5,,,,5
356,10/31/19,11:45,14,Italian,Florio,100,1,165,0.02484472,3,italian,5,,,5,,,,10
357,10/31/19,11:45,14,Italian,Florio,29,2,180,0.118012422,2,Asian,,,,5,,,,5
358,10/31/19,11:45,14,Italian,Florio,11,1,116,-0.279503106,5,French,,,,5,,,,5
359,10/31/19,11:45,14,Italian,Florio,92,1,135,-0.161490683,2,General,,,,4,,,,4
360,10/31/19,11:45,14,Italian,Florio,94,2,165,0.02484472,5,Italian,5,,,5,,,,10
361,10/31/19,11:45,14,Italian,Florio,75,2,161,0,3,General,,,,3,,,,3
362,10/31/19,11:45,14,Italian,Florio,115,2,138,-0.142857143,4,Asian,,,,4,,,,4
363,10/31/19,11:45,14,Italian,Florio,63,2,210,0.304347826,2,Mexican,,,,5,,,,5
364,10/31/19,11:45,14,Italian,Florio,106,1,125,-0.223602484,4,Italian,5,,,5,,,,10
365,10/31/19,11:45,14,Italian,Florio,102,1,160,-0.00621118,5,Asian,,,,5,,,,5
366,10/31/19,11:45,14,Italian,Florio,23,2,185,0.149068323,3,Asian,,,,5,,,,5
367,10/31/19,11:45,14,Italian,Florio,100,1,165,0.02484472,3,italian,5,,,5,,,,10
368,10/31/19,12:00,18,Arabic,Ortus,101,1,125,-0.223602484,5,Italian,,,,,5,,,5
369,10/31/19,12:00,18,Arabic,Ortus,105,1,230,0.428571429,4,Italian,,,,,,,,0
370,10/31/19,12:00,18,Arabic,Ortus,7,2,180,0.118012422,5,Spanish,,,,,5,,,5
371,10/31/19,12:00,18,Arabic,Ortus,59,1,155,-0.037267081,5,Asian,,,,,4,,,4
372,10/31/19,12:00,18,Arabic,Ortus,25,1,105,-0.347826087,4,General,,,,,3,,,3
373,10/31/19,12:00,18,Arabic,Ortus,67,1,125,-0.223602484,3,Asian,,,,,3,,,3
374,10/31/19,12:00,18,Arabic,Ortus,74,2,200,0.242236025,3,Mexican,,,,,,,,0
375,10/31/19,12:00,18,Arabic,Ortus,115,2,138,-0.142857143,4,Asian,,,,,3,,,3
376,10/31/19,12:00,18,Arabic,Ortus,104,1,130,-0.192546584,5,Indian,,,,,3,,,3
377,10/31/19,12:00,18,Arabic,Ortus,50,2,150,-0.068322981,3,Italian,,,,,,,,0
378,10/31/19,12:00,18,Arabic,Ortus,87,1,190,0.180124224,4,Asian,,,,,3,,,3
379,10/31/19,12:00,18,Arabic,Ortus,4,1,240,0.49068323,5,African,,,,,5,,,5
380,10/31/19,12:00,18,Arabic,Ortus,62,1,118,-0.267080745,4,Italian,,,,,3,,,3
381,10/31/19,12:00,18,Arabic,Ortus,48,2,145,-0.099378882,3,Asian,,,,,4,,,4
382,10/31/19,12:00,18,Arabic,Ortus,13,2,264,0.639751553,4,General,,,,,3,,,3
383,10/31/19,12:00,18,Arabic,Ortus,79,1,135,-0.161490683,3,Asian,,,,,,,,0
384,10/31/19,12:00,18,Arabic,Ortus,58,1,140,-0.130434783,2,Italian,,,,,,,,0
385,10/31/19,12:00,20,Asian,Connect Now,107,1,130,-0.192546584,5,Indian,,,,,,4,,4
386,10/31/19,12:00,20,Asian,Connect Now,47,2,168,0.043478261,4,Asian,5,,,,,3,,8
387,10/31/19,12:00,20,Asian,Connect Now,110,1,200,0.242236025,2,Italian,,,,,,,,0
388,10/31/19,12:00,20,Asian,Connect Now,71,1,140,-0.130434783,5,Italian,,,,,,5,,5
389,10/31/19,12:00,20,Asian,Connect Now,93,2,190,0.180124224,1,General,,,,,,,,0
390,10/31/19,12:00,20,Asian,Connect Now,117,1,170,0.055900621,4,Asian,5,,,,,5,,10
391,10/31/19,12:00,20,Asian,Connect Now,21,2,175,0.086956522,4,Italian,,,,,,,,0
392,10/31/19,12:00,20,Asian,Connect Now,85,1,167,0.037267081,5,Mexican,,,,,,5,,5
393,10/31/19,12:00,20,Asian,Connect Now,79,1,135,-0.161490683,3,Asian,5,,,,,3,,8
394,10/31/19,12:00,20,Asian,Connect Now,45,1,170,0.055900621,5,Italian,,,,,,5,,5
395,10/31/19,12:00,20,Asian,Connect Now,32,2,205,0.273291925,5,Italian,,,,,,4,,4
396,10/31/19,12:00,20,Asian,Connect Now,81,1,130,-0.192546584,4,Italian,,,,,,4,,4
397,10/31/19,12:00,20,Asian,Connect Now,38,1,170,0.055900621,4,Italian,,,,,,5,,5
398,10/31/19,12:00,20,Asian,Connect Now,121,1,156,-0.031055901,4,Italian,,,,,,5,,5
399,10/31/19,12:00,20,Asian,Connect Now,113,1,129,-0.198757764,5,Italian,,,,,,5,,5
400,10/31/19,12:00,20,Asian,Connect Now,72,1,140,-0.130434783,5,Italian,,,,,,4,,4
401,10/31/19,12:00,20,Asian,Connect Now,14,1,123,-0.236024845,5,Italian,,,,,,5,,5
402,10/31/19,12:00,20,Asian,Connect Now,40,2,175,0.086956522,3,Italian,,,,,,3,,3
403,10/31/19,12:00,20,Asian,Connect Now,15,2,185,0.149068323,4,Asian,5,,,,,4,,9
404,10/31/19,12:00,15,General,Godzilla,50,2,150,-0.068322981,3,Italian,,,,,,,,0
405,10/31/19,12:00,15,General,Godzilla,90,1,129,-0.198757764,5,Asian,,,,,,,,0
406,10/31/19,12:00,15,General,Godzilla,102,1,160,-0.00621118,5,Asian,,,,,,,,0
407,10/31/19,12:00,15,General,Godzilla,112,2,170,0.055900621,3,General,5,,,,,,,5
408,10/31/19,12:00,15,General,Godzilla,88,2,155,-0.037267081,3,General,5,,,,,,,5
409,10/31/19,12:00,15,General,Godzilla,64,1,180,0.118012422,5,Mexican,,,,,,,,0
410,10/31/19,12:00,15,General,Godzilla,14,1,123,-0.236024845,5,Italian,,,,,,,,0
411,10/31/19,12:00,15,General,Godzilla,58,1,140,-0.130434783,2,Italian,,,,,,,,0
412,10/31/19,12:00,15,General,Godzilla,86,1,140,-0.130434783,3,Asian,,,,,,,,0
413,10/31/19,12:00,15,General,Godzilla,38,1,170,0.055900621,4,Italian,,,,,,,,0
414,10/31/19,12:00,15,General,Godzilla,21,2,175,0.086956522,4,Italian,,,,,,,,0
415,10/31/19,12:00,15,General,Godzilla,91,2,260,0.614906832,3,Italian,,,,,,,,0
416,10/31/19,12:00,15,General,Godzilla,120,2,185,0.149068323,5,Indian,,,,,,,,0
417,10/31/19,12:00,15,General,Godzilla,72,1,140,-0.130434783,5,Italian,,,,,,,,0
418,10/31/19,13:00,20,Asian,SmartCycle,16,2,180,0.118012422,1,Mexican,,,,,,,,0
419,10/31/19,13:00,20,Asian,SmartCycle,123,1,120,-0.254658385,5,Asian,5,,,,,5,,10
420,10/31/19,13:00,20,Asian,SmartCycle,70,1,130,-0.192546584,2,Italian,,,,,,5,,5
421,10/31/19,13:00,20,Asian,SmartCycle,32,2,205,0.273291925,5,Italian,,,,,,4,,4
422,10/31/19,13:00,20,Asian,SmartCycle,103,1,135,-0.161490683,5,Italian,,,,,,,,0
423,10/31/19,13:00,20,Asian,SmartCycle,35,1,150,-0.068322981,2,Mexican,,,,,,3,,3
424,10/31/19,13:00,20,Asian,SmartCycle,19,1,135,-0.161490683,1,Italian,,,,,,,,0
425,10/31/19,13:00,20,Asian,SmartCycle,102,1,160,-0.00621118,5,Asian,5,,,,,3,,8
426,10/31/19,13:00,20,Asian,SmartCycle,68,1,144,-0.105590062,5,Italian,,,,,,,,0
427,10/31/19,13:00,20,Asian,SmartCycle,65,1,140,-0.130434783,4,Italian,,,,,,3,,3
428,10/31/19,13:00,20,Asian,SmartCycle,3,1,161,0,5,Turkish,,,,,,5,,5
429,10/31/19,13:00,20,Asian,SmartCycle,105,1,230,0.428571429,4,Italian,,,,,,5,,5
430,10/31/19,13:00,20,Asian,SmartCycle,2,1,155,-0.037267081,4,Italian,,,,,,,,0
431,10/31/19,13:00,20,Asian,SmartCycle,72,1,140,-0.130434783,5,Italian,,,,,,4,,4
432,10/31/19,13:00,20,Asian,SmartCycle,122,1,180,0.118012422,3,Mexican,,,,,,4,,4
433,10/31/19,13:00,20,Asian,SmartCycle,24,2,185,0.149068323,5,Italian,,,,,,4,,4
434,10/31/19,13:00,20,Asian,SmartCycle,121,1,156,-0.031055901,4,Italian,,,,,,5,,5
435,10/31/19,13:00,20,Asian,SmartCycle,97,2,210,0.304347826,4,Italian,,,,,,3,,3
436,10/31/19,13:00,20,Asian,SmartCycle,14,1,123,-0.236024845,5,Italian,,,,,,5,,5
437,10/31/19,18:00,30,General,Ceres,35,1,150,-0.068322981,2,Mexican,,,,,,,,0
438,10/31/19,18:00,30,General,Ceres,67,1,125,-0.223602484,3,Asian,,,,,,,,0
439,10/31/19,18:00,30,General,Ceres,21,2,175,0.086956522,4,Italian,,,,,,,,0
440,10/31/19,18:00,30,General,Ceres,77,1,150,-0.068322981,2,General,5,,,,,,,5
441,10/31/19,18:00,30,General,Ceres,26,1,125,-0.223602484,2,General,5,,,,,,,5
442,10/31/19,18:00,30,General,Ceres,118,1,113,-0.298136646,4,Asian,,,,,,,,0
443,10/31/19,18:00,30,General,Ceres,82,1,190,0.180124224,4,Italian,,,,,,,,0
444,10/31/19,18:00,30,General,Ceres,103,1,135,-0.161490683,5,Italian,,,,,,,,0
445,10/31/19,18:00,30,General,Ceres,52,2,185,0.149068323,5,Italian,,,,,,,,0
446,10/31/19,18:00,30,General,Ceres,45,1,170,0.055900621,5,Italian,,,,,,,,0
447,10/31/19,18:00,30,General,Ceres,86,1,140,-0.130434783,3,Asian,,,,,,,,0
448,10/31/19,18:00,30,General,Ceres,13,2,264,0.639751553,4,General,5,,,,,,,5
449,10/31/19,18:00,30,General,Ceres,37,1,150,-0.068322981,4,Spanish,,,,,,,,0
450,10/31/19,18:00,30,General,Ceres,86,1,140,-0.130434783,3,Asian,,,,,,,,0
451,10/31/19,18:00,30,General,Ceres,57,2,175,0.086956522,5,Italian,,,,,,,,0
452,10/31/19,18:00,30,General,Ceres,106,1,125,-0.223602484,4,Italian,,,,,,,,0
453,10/31/19,18:00,30,General,Ceres,67,1,125,-0.223602484,3,Asian,,,,,,,,0
454,10/31/19,18:00,30,General,Ceres,1,2,187,0.161490683,1,Arabic,,,,,,,,0
455,10/31/19,18:00,30,General,Ceres,58,1,140,-0.130434783,2,Italian,,,,,,,,0
456,10/31/19,18:00,30,General,Ceres,108,1,165,0.02484472,4,Asian,,,,,,,,0
457,10/31/19,18:00,30,General,Ceres,53,2,200,0.242236025,4,General,5,,,,,,,5
458,10/31/19,18:00,30,General,Ceres,4,1,240,0.49068323,5,African,,,,,,,,0
459,10/31/19,18:00,30,General,Ceres,109,1,128,-0.204968944,2,Italian,,,,,,,,0
460,10/31/19,18:00,30,General,Ceres,103,1,135,-0.161490683,5,Italian,,,,,,,,0
461,10/31/19,18:00,30,General,Ceres,110,1,200,0.242236025,2,Italian,,,,,,,,0
462,10/31/19,18:00,30,General,Ceres,90,1,129,-0.198757764,5,Asian,,,,,,,,0
463,10/31/19,18:00,30,General,Ceres,63,2,210,0.304347826,2,Mexican,,,,,,,,0
464,10/31/19,18:00,30,General,Ceres,77,1,150,-0.068322981,2,General,5,,,,,,,5
465,10/31/19,18:00,30,General,Ceres,120,2,185,0.149068323,5,Indian,,,,,,,,0
466,10/30/19,11:30,30,General,Ceres,98,1,155,-0.037267081,3,Italian,,,,,,,,0
467,10/30/19,11:30,30,General,Ceres,55,2,165,0.02484472,5,Mexican,,,,,,,,0
468,10/30/19,11:30,30,General,Ceres,10,1,125,-0.223602484,5,Indian,,,,,,,,0
469,10/30/19,11:30,30,General,Ceres,105,1,230,0.428571429,4,Italian,,,,,,,,0
470,10/30/19,11:30,30,General,Ceres,4,1,240,0.49068323,5,African,,,,,,,,0
471,10/30/19,11:30,30,General,Ceres,24,2,185,0.149068323,5,Italian,,,,,,,,0
472,10/30/19,11:30,30,General,Ceres,58,1,140,-0.130434783,2,Italian,,,,,,,,0
473,10/30/19,11:30,30,General,Ceres,46,1,113,-0.298136646,5,Italian,,,,,,,,0
474,10/30/19,11:30,30,General,Ceres,10,1,125,-0.223602484,5,Indian,,,,,,,,0
475,10/30/19,11:30,30,General,Ceres,41,2,140,-0.130434783,4,Italian,,,,,,,,0
476,10/30/19,11:30,30,General,Ceres,3,1,161,0,5,Turkish,,,,,,,,0
477,10/30/19,11:30,30,General,Ceres,121,1,156,-0.031055901,4,Italian,,,,,,,,0
478,10/30/19,11:30,30,General,Ceres,40,2,175,0.086956522,3,Italian,,,,,,,,0
479,10/30/19,11:30,30,General,Ceres,32,2,205,0.273291925,5,Italian,,,,,,,,0
480,10/30/19,11:30,30,General,Ceres,71,1,140,-0.130434783,5,Italian,,,,,,,,0
481,10/30/19,11:30,30,General,Ceres,97,2,210,0.304347826,4,Italian,,,,,,,,0
482,10/30/19,11:30,30,General,Ceres,2,1,155,-0.037267081,4,Italian,,,,,,,,0
483,10/30/19,11:30,30,General,Ceres,53,2,200,0.242236025,4,General,5,,,,,,,5
484,10/30/19,11:30,30,General,Ceres,24,2,185,0.149068323,5,Italian,,,,,,,,0
485,10/30/19,11:30,30,General,Ceres,113,1,129,-0.198757764,5,Italian,,,,,,,,0
486,10/30/19,11:30,30,General,Ceres,116,2,150,-0.068322981,2,General,5,,,,,,,5
487,10/30/19,11:30,30,General,Ceres,54,2,265,0.645962733,3,General,5,,,,,,,5
488,10/30/19,11:30,30,General,Ceres,111,1,160,-0.00621118,3,Italian,,,,,,,,0
489,10/30/19,11:30,30,General,Ceres,69,1,145,-0.099378882,4,Italian,,,,,,,,0
490,10/30/19,11:30,30,General,Ceres,36,1,150,-0.068322981,2,Italian,,,,,,,,0
491,10/30/19,11:30,30,General,Ceres,122,1,180,0.118012422,3,Mexican,,,,,,,,0
492,10/30/19,11:30,30,General,Ceres,8,1,137,-0.149068323,2,Caribbean,,,,,,,,0
493,10/30/19,11:30,30,General,Ceres,31,1,115,-0.285714286,4,General,5,,,,,,,5
494,10/30/19,11:30,30,General,Ceres,63,2,210,0.304347826,2,Mexican,,,,,,,,0
495,10/30/19,12:00,16,General,PGC Committee,48,2,145,-0.099378882,3,Asian,,,,,,,,0
496,10/30/19,12:00,16,General,PGC Committee,103,1,135,-0.161490683,5,Italian,,,,,,,,0
497,10/30/19,12:00,16,General,PGC Committee,112,2,170,0.055900621,3,General,5,,,,,,,5
498,10/30/19,12:00,16,General,PGC Committee,2,1,155,-0.037267081,4,Italian,,,,,,,,0
499,10/30/19,12:00,16,General,PGC Committee,79,1,135,-0.161490683,3,Asian,,,,,,,,0
500,10/30/19,12:00,16,General,PGC Committee,53,2,200,0.242236025,4,General,5,,,,,,,5
501,10/30/19,12:00,16,General,PGC Committee,122,1,180,0.118012422,3,Mexican,,,,,,,,0
502,10/30/19,12:00,16,General,PGC Committee,116,2,150,-0.068322981,2,General,5,,,,,,,5
503,10/30/19,12:00,16,General,PGC Committee,68,1,144,-0.105590062,5,Italian,,,,,,,,0
504,10/30/19,12:00,16,General,PGC Committee,17,1,145,-0.099378882,2,General,5,,,,,,,5
505,10/30/19,12:00,16,General,PGC Committee,37,1,150,-0.068322981,4,Spanish,,,,,,,,0
506,10/30/19,12:00,16,General,PGC Committee,112,2,170,0.055900621,3,General,5,,,,,,,5
507,10/30/19,12:00,16,General,PGC Committee,48,2,145,-0.099378882,3,Asian,,,,,,,,0
508,10/30/19,12:00,16,General,PGC Committee,56,1,192,0.192546584,3,General,5,,,,,,,5
509,10/30/19,12:00,16,General,PGC Committee,42,1,120,-0.254658385,4,Italian,,,,,,,,0
510,10/30/19,12:30,14,Greek,Destiny,3,1,161,0,5,Turkish,,5,,,,,,5
511,10/30/19,12:30,14,Greek,Destiny,4,1,240,0.49068323,5,African,,5,,,,,,5
512,10/30/19,12:30,14,Greek,Destiny,58,1,140,-0.130434783,2,Italian,,5,,,,,,5
513,10/30/19,12:30,14,Greek,Destiny,109,1,128,-0.204968944,2,Italian,,,,,,,,0
514,10/30/19,12:30,14,Greek,Destiny,8,1,137,-0.149068323,2,Caribbean,,3,,,,,,3
515,10/30/19,12:30,14,Greek,Destiny,87,1,190,0.180124224,4,Asian,,4,,,,,,4
516,10/30/19,12:30,14,Greek,Destiny,43,1,135,-0.161490683,3,Mexican,,5,,,,,,5
517,10/30/19,12:30,14,Greek,Destiny,107,1,130,-0.192546584,5,Indian,,5,,,,,,5
518,10/30/19,12:30,14,Greek,Destiny,86,1,140,-0.130434783,3,Asian,,4,,,,,,4
519,10/30/19,12:30,14,Greek,Destiny,99,2,185,0.149068323,5,Italian,,5,,,,,,5
520,10/30/19,12:30,14,Greek,Destiny,69,1,145,-0.099378882,4,Italian,,3,,,,,,3
521,10/30/19,12:30,14,Greek,Destiny,3,1,161,0,5,Turkish,,5,,,,,,5
522,10/30/19,12:30,14,Greek,Destiny,86,1,140,-0.130434783,3,Asian,,4,,,,,,4
523,10/30/19,12:30,40,General,Forward,80,2,145,-0.099378882,5,Asian,,,,,,,,0
524,10/30/19,12:30,40,General,Forward,73,2,140,-0.130434783,4,Italian,,,,,,,,0
525,10/30/19,12:30,40,General,Forward,57,2,175,0.086956522,5,Italian,,,,,,,,0
526,10/30/19,12:30,40,General,Forward,116,2,150,-0.068322981,2,General,5,,,,,,,5
527,10/30/19,12:30,40,General,Forward,6,1,190,0.180124224,4,General,5,,,,,,,5
528,10/30/19,12:30,40,General,Forward,84,1,127,-0.211180124,5,Spanish,,,,,,,,0
529,10/30/19,12:30,40,General,Forward,114,1,170,0.055900621,3,Italian,,,,,,,,0
530,10/30/19,12:30,40,General,Forward,91,2,260,0.614906832,3,Italian,,,,,,,,0
531,10/30/19,12:30,40,General,Forward,123,1,120,-0.254658385,5,Asian,,,,,,,,0
532,10/30/19,12:30,40,General,Forward,108,1,165,0.02484472,4,Asian,,,,,,,,0
533,10/30/19,12:30,40,General,Forward,24,2,185,0.149068323,5,Italian,,,,,,,,0
534,10/30/19,12:30,40,General,Forward,118,1,113,-0.298136646,4,Asian,,,,,,,,0
535,10/30/19,12:30,40,General,Forward,92,1,135,-0.161490683,2,General,5,,,,,,,5
536,10/30/19,12:30,40,General,Forward,13,2,264,0.639751553,4,General,5,,,,,,,5
537,10/30/19,12:30,40,General,Forward,5,1,190,0.180124224,4,Asian,,,,,,,,0
538,10/30/19,12:30,40,General,Forward,56,1,192,0.192546584,3,General,5,,,,,,,5
539,10/30/19,12:30,40,General,Forward,70,1,130,-0.192546584,2,Italian,,,,,,,,0
540,10/30/19,12:30,40,General,Forward,58,1,140,-0.130434783,2,Italian,,,,,,,,0
541,10/30/19,12:30,40,General,Forward,64,1,180,0.118012422,5,Mexican,,,,,,,,0
542,10/30/19,12:30,40,General,Forward,97,2,210,0.304347826,4,Italian,,,,,,,,0
543,10/30/19,12:30,40,General,Forward,17,1,145,-0.099378882,2,General,5,,,,,,,5
544,10/30/19,12:30,40,General,Forward,17,1,145,-0.099378882,2,General,5,,,,,,,5
545,10/30/19,12:30,40,General,Forward,119,1,140,-0.130434783,4,General,5,,,,,,,5
546,10/30/19,12:30,40,General,Forward,18,2,170,0.055900621,4,Italian,,,,,,,,0
547,10/30/19,12:30,40,General,Forward,19,1,135,-0.161490683,1,Italian,,,,,,,,0
548,10/30/19,12:30,40,General,Forward,110,1,200,0.242236025,2,Italian,,,,,,,,0
549,10/30/19,12:30,40,General,Forward,77,1,150,-0.068322981,2,General,5,,,,,,,5
550,10/30/19,12:30,40,General,Forward,89,2,175,0.086956522,5,Mexican,,,,,,,,0
551,10/30/19,12:30,40,General,Forward,70,1,130,-0.192546584,2,Italian,,,,,,,,0
552,10/30/19,12:30,40,General,Forward,82,1,190,0.180124224,4,Italian,,,,,,,,0
553,10/30/19,12:30,40,General,Forward,20,2,165,0.02484472,3,Asian,,,,,,,,0
554,10/30/19,12:30,40,General,Forward,10,1,125,-0.223602484,5,Indian,,,,,,,,0
555,10/30/19,12:30,40,General,Forward,27,2,160,-0.00621118,2,Italian,,,,,,,,0
556,10/30/19,12:30,40,General,Forward,49,2,155,-0.037267081,4,Italian,,,,,,,,0
